id,categoryId,name,shortDescription,description,price,originalPrice,imageUrl,galleryImages,duration,highlights,stock,isActive,isFeatured,sortOrder,createdAt,updatedAt,tags
30012,5,女神尊享 11 選通行證｜按摩・美肌・修身,11 選通行證、全館設施、多重護理,女神尊享 11 選通行證提供 11 項療程選擇。包含按摩、美肌、修身等多重護理。享受全館設施、朋友拆單優惠、皇牌療程體驗。無創傷、無痛、恢復快。,2980.00,3725.00,https://puredream-utbmkxyk.manus.space/manus-storage/treatment_01_53f1b0c7.png,,,,999,1,0,1,2026-05-18 16:33:06,2026-06-04 13:42:14,"[""人氣皇牌"", ""贈送項目""]"
30013,5,女神尊享 11 項｜按摩・美肌・修身,11 項療程、限時優惠、全面護理,女神尊享 11 項限時優惠提供 11 項療程體驗。包含按摩、美肌、修身等多重護理。享受全館設施、朋友拆單優惠、皇牌療程體驗。無創傷、無痛、恢復快。,488.00,610.00,, /manus-storage/treatment_01_53f1b0c7.png,,,999,1,0,2,2026-05-18 16:33:06,2026-06-02 12:37:38,"[""限時優惠"", ""人氣皇牌""]"
30014,5,女神尊享 11 項｜按摩・美肌・修身,11 項療程、高級套餐、完整護理,女神尊享 11 項高級套餐提供 11 項療程體驗。包含按摩、美肌、修身等多重護理。享受全館設施、朋友拆單優惠、皇牌療程體驗。無創傷、無痛、恢復快。,3980.00,4975.00,,,,,999,1,0,3,2026-05-18 16:33:06,2026-06-02 12:37:38,"[""限時優惠"", ""贈送項目""]"
30015,4,Deka Onda 熱微波溶脂｜無痛滅脂・即時收緊,熱微波溶脂、無痛滅脂、即時收緊,Deka Onda 熱微波溶脂療程採用熱微波技術。深層溶脂、無痛滅脂、即時收緊、改善脂肪堆積、提升身體線條。無創傷、無痛、恢復快。,888.00,4000.00,https://puredream-utbmkxyk.manus.space/manus-storage/Deka_Onda_microwave_v1_4ca6c6dd.png,,60,,999,1,0,4,2026-05-18 16:33:07,2026-06-04 13:42:14,"[""限時優惠"", ""人氣皇牌""]"
30016,6,美胸堅挺｜提拉輪廓・豐盈感,豐胸緊致、提拉輪廓、豐盈效果,60 分鐘豐胸緊致療程採用提拉技術。深層提拉輪廓、豐胸緊致、豐盈效果、改善下垂、恢復挺立。無創傷、無痛、恢復快。,488.00,1520.00,https://res.cloudinary.com/dfudrpp7m/image/upload/v1779784044/%E8%83%B8%E9%83%A8%E8%88%92%E6%9A%A2%E6%95%91%E6%98%9F_%E5%B0%88%E6%A5%AD%E5%AE%89%E5%85%A8%E7%89%88_qnxbew.png,,60,,999,1,0,5,2026-05-18 16:33:07,2026-06-02 12:54:52,"[""首試價"", ""贈送項目""]"
30020,6,局部完美緊致雕塑｜腰腹・大腿・手臂,局部雕塑、緊致護理、修長線條,局部完美緊致雕塑療程採用專業雕塑技術。針對腰腹、大腿、手臂進行深層雕塑、緊緻肌膚、提升線條、改善鬆弛。無創傷、無痛、恢復快。,488.00,1520.00,https://puredream-utbmkxyk.manus.space/manus-storage/THERANOVA_nano_ceramic_detox_v1_626790d9.png,,60,,999,1,0,9,2026-05-18 16:33:08,2026-06-04 13:42:14,"[""限時優惠"", ""贈送項目""]"
30021,6,THERANOVA 納米瓷溫排毒｜軟化富貴包・肩頸 （全身）,納米瓷溫、排毒護理、肩頸舒緩,THERANOVA 納米瓷溫排毒療程採用納米瓷溫技術。深層排毒、軟化富貴包、肩頸舒緩、改善頸部問題。無創傷、無痛、恢復快。,888.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/THERANOVA_nano_ceramic_detox_v1_626790d9.png,,90,,999,1,0,10,2026-05-18 16:33:08,2026-06-04 13:42:14,"[""限時優惠"", ""贈送項目""]"
30022,2,LPG 深層收緊塑身｜孕婦適用收緊｜疏通水腫・增彈性,深層塑形、疏通水腫、增加彈性、孕婦適用,LPG 深層收緊塑身療程採用 LPG 技術。深層塑形、疏通水腫、增加彈性、孕婦適用、改善鬆弛。無創傷、無痛、恢復快。,988.00,4000.00,https://puredream-utbmkxyk.manus.space/manus-storage/LPG_pregnant_tightening_v1_6dee1ff3.png,,90,,999,1,0,11,2026-05-18 16:33:08,2026-06-04 13:42:14,"[""贈送項目""]"
30024,6,i Magic Power 經絡解痛｜肩頸・腰背・無痛（全身）,全身經絡解痛、深層舒緩、無痛療法,i Magic Power 經絡解痛全身療程採用經絡解痛技術。深層舒緩全身、無痛療法、改善疼痛、促進恢復。無創傷、無痛、恢復快。,998.00,3500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/iMagic_meridian_pain_v1_c9bf3934.png,,90,,999,1,0,13,2026-05-18 16:33:09,2026-06-04 13:42:14,"[""首試價"", ""贈送項目""]"
30025,6,i Magic Power 經絡暢｜疏通胸脹・無痛（胸部）,胸部舒暢、疏通胸脹、無痛護理,i Magic Power 胸部舒暢療程採用經絡解痛技術。深層疏通胸脹、胸部舒暢、無痛護理、改善胸悶。無創傷、無痛、恢復快。,788.00,2000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/iMagic_chest_comfort_v1_aa494bf4.png,,60,,999,1,0,14,2026-05-18 16:33:09,2026-06-04 13:42:14,"[""首試價"", ""贈送項目""]"
30026,7,THERMATRIX 腹部淡紋｜淡化紋路・撫平皺紋,膠原激活、淡化紋路、撫平皺紋,THERMATRIX 腹部淡紋療程，採用射頻技術激活膠原蛋白。深層加熱、促進膠原重塑、淡化紋路、撫平皺紋。無創傷、無痛、恢復快。改善腹部鬆弛、淡化妊娠紋、恢復緊緻腹部。適合腹部鬆弛者、妊娠紋困擾者、想要緊緻腹部者。,888.00,4000.00,https://puredream-utbmkxyk.manus.space/manus-storage/THERMATRIX_abdomen_collagen_wrinkle_v1_65ca4000.png,,90,,999,1,0,15,2026-05-18 16:33:09,2026-06-04 13:42:14,"[""贈送項目""]"
30028,5,暗瘡肌救星｜消炎・退紅印・無痛,消炎護理、退紅印、暗瘡救星,90 分鐘暗瘡肌救星療程採用消炎技術。深層消炎、退紅印、修復肌膚、改善暗瘡肌、恢復光滑肌膚。無創傷、無痛、恢復快。,488.00,1660.00,https://puredream-utbmkxyk.manus.space/manus-storage/treatment_acne_rescue_12ba7bea.png,,90,,999,1,0,17,2026-05-18 16:33:10,2026-06-04 13:42:14,"[""首試價"", ""贈送項目""]"
30029,5,白皙光澤導入｜褪黃氣・均膚色,白皙導入、褪黃氣、均膚色,90 分鐘白皙光澤導入療程採用導入技術。深層補水、褪黃氣、均膚色、提亮膚色、恢復光澤肌膚。無創傷、無痛、恢復快。,488.00,1660.00,https://puredream-utbmkxyk.manus.space/manus-storage/treatment_whitening_bright_9d4f8744.png,,90,,999,1,0,18,2026-05-18 16:33:10,2026-06-04 13:42:14,"[""首試價"", ""贈送項目""]"
30030,7,PURISMA 等離子脫疣・油脂粒｜5粒無痛淨肌,等離子無痛脫疣、去油脂粒、快速淨肌,PURISMA 等離子技術無痛脫疣、油脂粒。無創傷、無痛、無恢復期。一次療程可脫 5 粒疣或油脂粒。快速淨肌、改善膚質。適合脂肪粒困擾者、皮膚不潔淨者、想要快速淨肌者。,388.00,500.00,https://puredream-utbmkxyk.manus.space/manus-storage/PURISMA_plasma_wart_removal_v1_c9757291.png,,60,,999,1,0,19,2026-05-18 16:33:10,2026-06-04 13:42:14,"[""贈送項目""]"
30031,3,LEGACY 面部嫩膚｜淡皺・緊膚（單機）,射頻嫩膚、淡化皺紋、提升緊緻感,Legacy 面部嫩膚療程採用射頻技術。深層加熱、激活膠原、淡化皺紋、提升面部輪廓、緊緻皮膚。無創傷、無痛、恢復快。,888.00,1500.00,https://puredream-utbmkxyk.manus.space/manus-storage/legacy_facial_skin_rejuvenation_pro_c7f7027d.png,,30,,999,1,0,20,2026-05-18 16:33:10,2026-06-04 13:42:14,
30032,7,PURISMA 等離子脫疣・油脂粒｜全面淨肌,等離子無痛脫疣、全面淨肌、恢復光滑肌膚,PURISMA 等離子技術全面無痛脫疣、油脂粒、肉粒。無創傷、無痛、無恢復期。全面淨肌、改善膚質、恢復光滑肌膚。適合脂肪粒困擾者、皮膚不潔淨者、想要全面淨肌者。,988.00,400.00,https://puredream-utbmkxyk.manus.space/manus-storage/purisma_plasma_wart_removal_full_real_b6a02233.png,,90,,999,1,0,21,2026-05-18 16:33:11,2026-06-04 13:42:14,"[""贈送項目""]"
30033,5,Plason 等離子暗瘡淨膚｜消炎・修復・收毛孔（全套面膜＋肩頸按摩）,等離子消炎、修復暗瘡、收毛孔,Plason 等離子暗瘡淨膚療程，採用等離子技術。消炎殺菌、修復暗瘡、收縮毛孔、改善膚質。無創傷、無痛、恢復快。適合暗瘡肌膚、毛孔粗大者、想要淨膚者。,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/plason_plasma_cleansing_da1dea51.png,,90,,999,1,0,22,2026-05-18 16:33:11,2026-06-04 13:42:14,"[""限時優惠"", ""贈送項目""]"
30035,8,眼部亮麗緊致｜消眼腫・黑眼圈,眼部亮麗、消眼腫、黑眼圈淡化,45 分鐘眼部亮麗緊致療程採用專業眼部護理技術。深層消眼腫、淡化黑眼圈、提亮眼部、緊緻眼周肌膚、改善眼部疲勞。無創傷、無痛、恢復快。,388.00,750.00,https://res.cloudinary.com/dfudrpp7m/image/upload/v1779784044/%E7%9C%BC%E9%83%A8%E4%BA%AE%E9%BA%97%E7%B7%8A%E8%87%B4_ezybjt.png,,45,,999,1,0,24,2026-05-18 16:33:11,2026-06-03 06:29:27,"[""限時優惠"", ""贈送項目""]"
30036,8,THERMATRIX  眼部緊膚淡紋｜眼紋淡化・眼袋收緊,眼部緊膚、眼紋淡化、眼袋收緊,Thermatrix 眼部緊膚淡紋療程採用 Thermatrix 技術。深層緊膚、淡化眼紋、收緊眼袋、提亮眼部、改善眼周衰老。無創傷、無痛、恢復快。,788.00,2000.00,https://puredream-utbmkxyk.manus.space/manus-storage/Thermatrix_eye_tightening_v1_34dbfc50.png,,60,,999,1,0,25,2026-05-18 16:33:12,2026-06-04 13:42:14,"[""贈送項目""]"
30037,8,Ultra 360 膠原眼袋緊膚｜眼紋淡・眼袋收縮,膠原眼袋、眼紋淡化、眼袋收縮,Ultra 360 膠原眼袋緊膚療程採用膠原技術。深層激活膠原、淡化眼紋、收縮眼袋、提亮眼部、改善眼周衰老。無創傷、無痛、恢復快。,588.00,1500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Ultra360_antiaging_v1_3a66c961.png,,,,999,1,0,26,2026-05-18 16:33:12,2026-06-04 13:42:14,"[""贈送項目""]"
30039,7,Aileen Plus 脫毛・手部｜粗毛專用,🌟 Legacy 黑圈眼袋細紋統統走｜✨眼部抗皺緊致微循環｜🙆🏻 通循環+激膠原 眼周亮緊又光滑｜🙆🏻 黑圈眼袋細紋統統走 眼態升級｜🔥 做完敢素顏 送全館體驗！,"🌟 Legacy 黑圈眼袋細紋統統走｜✨眼部抗皺緊致微循環｜🙆🏻 通循環+激膠原 眼周亮緊又光滑｜🙆🏻 黑圈眼袋細紋統統走 眼態升級｜🔥 做完敢素顏 送全館體驗！。提供高效面部護理療程,專業眼部護理。優惠價格 HKD $688.0。Pure Dream Beauty & Spa 為您提供高端美容水療服務。",688.00,,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Aileen_Plus_hair_removal_armpit_correct_v1_c6fc1e96.png,,,,999,1,0,28,2026-05-18 16:33:12,2026-06-04 13:42:14,
30041,5,Dep 水光槍｜補水・無針導入（全套面膜＋肩頸按摩）,水光槍、全套護理、完整補水,DEP 水光槍全套護理療程採用水光槍技術。包含深層補水、無針導入、專業面膜護理、肩頸按摩。激活細胞、改善膚質、恢復光澤肌膚。無創傷、無痛、恢復快。,988.00,4000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/aileen_plus_laser_collage_c93d61bd.png,,90,,999,1,0,30,2026-05-18 16:33:13,2026-06-04 13:42:14,
30042,5,面部淋巴排水｜消腫現輪廓,淋巴排水、消腫、現輪廓,90 分鐘面部淋巴排水療程採用淋巴排水技術。深層排水、消腫、現輪廓、提升面部線條、改善面部浮腫。無創傷、無痛、恢復快。,488.00,1660.00,https://res.cloudinary.com/dfudrpp7m/image/upload/v1779784044/%E6%B7%8B%E5%B7%B4%E9%80%9A_%E9%9D%A2%E7%AB%8B%E9%AB%94_v2_uxmiid.png,,90,,999,1,0,31,2026-05-18 16:33:13,2026-06-02 12:55:24,
30048,6,AQUAPURE 背部水鑽煥膚｜補水・磨滑・提亮,背部煥膚、補水護理、肌膚提亮,Aquapure 背部水鑽煥膚療程採用水鑽煥膚技術。深層補水、磨滑背部、提亮肌膚、改善粗糙、恢復光澤。無創傷、無痛、恢復快。,788.00,2000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/aquapure_back_microdermabrasion_real_4f4274bf.png,,75,,999,1,0,37,2026-05-18 16:33:14,2026-06-04 13:42:14,
30052,7,Aileen 1064 祛痘印｜淡印・嫩膚,激光祛痘印、淡化痘疤、嫩膚,Aileen 1064 激光祛痘印療程，採用 1064nm 激光技術。精準淡化痘印、痘疤、紅印。刺激膠原蛋白、改善膚質、恢復光滑肌膚。無創傷、無痛、恢復快。適合痘印困擾者、想要淡化痘疤者。,388.00,,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/aileen_1064_scar_removal_refined_71924645.png,,,,999,1,0,41,2026-05-18 16:33:15,2026-06-04 13:42:14,
30054,7,NOBLEX 美白激光｜提亮・淡斑,激光美白、提亮膚色、淡化斑點,NOBLEX 美白激光療程，採用先進激光技術。深層美白、提亮膚色、淡化斑點、均勻膚色。無創傷、無痛、無恢復期。改善暗沉肌膚、恢復透亮肌膚。適合暗沉肌膚、斑點困擾者、想要美白者。,888.00,4500.00,https://puredream-utbmkxyk.manus.space/manus-storage/NOBLEX_whitening_laser_v1_c476e659.png,,90,,999,1,0,43,2026-05-18 16:33:16,2026-06-04 13:42:14,
30055,7,NOBLEX 脫毛・手部｜幼毛專用,激光脫毛、去除幼毛、恢復光滑手部,NOBLEX 激光脫毛手部療程，專門針對幼毛設計。無痛脫毛、無創傷、無恢復期。一次療程即見效果，多次療程效果更佳。恢復光滑手部、改善毛髮困擾。適合幼毛困擾者、想要光滑手部者。,488.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/NOBLEX_hair_removal_hand_v1_3a020a48.png,,30,,999,1,0,44,2026-05-18 16:33:16,2026-06-04 13:42:14,
30056,7,NOBLEX 脫毛・小腿｜幼毛專用,激光脫毛、去除幼毛、恢復光滑小腿,NOBLEX 激光脫毛小腿療程，專門針對幼毛設計。無痛脫毛、無創傷、無恢復期。一次療程即見效果，多次療程效果更佳。恢復光滑小腿、改善毛髮困擾。適合幼毛困擾者、想要光滑小腿者。,488.00,3000.00,https://puredream-utbmkxyk.manus.space/manus-storage/NOBLEX_hair_removal_calf_v1_f54666a4.png,,30,,999,1,0,45,2026-05-18 16:33:16,2026-06-04 13:42:14,
30057,7,NOBLEX 脫毛・大腿｜幼毛專用, NOBLEX 永久脫毛｜🙆🏻‍♀️ 無痛 淺膚色/幼毛專用 ｜毛囊越來越細｜🔥 素顏不顯毛 摸起來超滑｜✨ 送全館體驗！,NOBLEX 永久脫毛｜🙆🏻‍♀️ 無痛 淺膚色/幼毛專用 ｜毛囊越來越細｜🔥 素顏不顯毛 摸起來超滑｜✨ 送全館體驗！。Pure Dream Beauty & Spa 為您提供高端美容水療服務。,488.00,3000.00,https://puredream-utbmkxyk.manus.space/manus-storage/NOBLEX_hair_removal_thigh_v1_a7a29c35.png,,60,,999,1,0,46,2026-05-18 16:33:16,2026-06-04 13:42:14,
30058,7,NOBLEX 脫毛・唇部｜幼毛專用,✨幼毛救星 - 手部｜ NOBLEX 永久脫毛｜🙆🏻‍♀️ 無痛 淺膚色/幼毛專用 ｜毛囊越來越細｜🔥 素顏不顯毛 摸起來超滑｜✨ 送全館體驗！,✨幼毛救星 - 手部｜ NOBLEX 永久脫毛｜🙆🏻‍♀️ 無痛 淺膚色/幼毛專用 ｜毛囊越來越細｜🔥 素顏不顯毛 摸起來超滑｜✨ 送全館體驗！。優惠價格 HKD $388.0。Pure Dream Beauty & Spa 為您提供高端美容水療服務。,288.00,1000.00,https://puredream-utbmkxyk.manus.space/manus-storage/NOBLEX_hair_removal_lip_v1_a7de479b.png,,,,999,1,0,47,2026-05-18 16:33:17,2026-06-04 13:42:14,
30061,7,Aileen Plus 脫毛・腋下｜粗毛專用,,,288.00,1000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Aileen_Plus_hair_removal_armpit_correct_v1_c6fc1e96.png,,,,999,1,0,50,2026-05-18 16:33:17,2026-06-03 06:39:58,
30062,5,RUIKD  無針雪膚儀｜補水・提亮・含水升 60%（單機）,✨ Ruikd 無針雪膚儀｜🙆🏻‍♀️ 肌底含水量升60% ｜💧補水提亮一步到位｜🌟 乾皮變水潤 膚色透光澤｜🔥 無痛導入不乾燥 做完即透光｜🌟 乾皮變水潤 膚色透光澤｜ 🚀 送全館體,✨ Ruikd 無針雪膚儀｜🙆🏻‍♀️ 肌底含水量升60% ｜💧補水提亮一步到位｜🌟 乾皮變水潤 膚色透光澤｜🔥 無痛導入不乾燥 做完即透光｜🌟 乾皮變水潤 膚色透光澤｜ 🚀 送全館體驗！。提供高效面部護理療程。優惠價格 HKD $588。Pure Dream Beauty & Spa 為您提供高端美容水療服務。,588.00,1000.00,https://puredream-utbmkxyk.manus.space/manus-storage/ruikd_needlefree_whitening_5d889ff5.png,,30,,999,1,0,51,2026-05-18 16:33:18,2026-06-04 13:42:14,"[""贈送項目""]"
30063,5,RUIKD 無針雪膚儀・深海面膜｜補水・提亮・含水升 60%（全套面膜＋肩頸按摩）,✨ Ruikd 無針雪膚儀＋深海面膜＋肩頸頭按摩｜🙆🏻‍♀️ 60分鐘肌底含水量升60% ｜💧補水提亮一步到位｜🌟 乾皮變水潤 膚色透光澤｜🔥 無痛導入不乾燥 做完即透光｜🌟 乾皮變水,"✨ Ruikd 無針雪膚儀＋深海面膜＋肩頸頭按摩｜🙆🏻‍♀️ 60分鐘肌底含水量升60% ｜💧補水提亮一步到位｜🌟 乾皮變水潤 膚色透光澤｜🔥 無痛導入不乾燥 做完即透光｜🌟 乾皮變水潤 膚色透光澤｜ 🚀 送全館體驗！。提供高效面部護理療程,舒適按摩療程。優惠價格 HKD $788。Pure Dream Beauty & Spa 為您提供高端美容水療服務。",788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/ruikd_needlefree_whitening_5d889ff5.png,,90,,999,1,0,52,2026-05-18 16:33:18,2026-06-04 13:42:14,"[""贈送項目""]"
30064,7,NOBLEX 脫毛・腋下｜幼毛專用,,,288.00,1000.00,https://puredream-utbmkxyk.manus.space/manus-storage/NOBLEX_hair_removal_armpit_v1_31385ad2.png,,30,,999,1,0,53,2026-05-18 16:33:18,2026-06-04 13:42:14,
30066,8,LEGACY 眼部緊致｜黑圈眼袋淡化,膠原激活、淡化黑眼圈、收縮眼袋,Legacy 眼部緊致療程，採用先進射頻技術激活膠原蛋白。深層加熱、促進膠原重塑、淡化黑眼圈、收縮眼袋、改善眼部鬆弛。無創傷、無痛、恢復快。改善黑眼圈困擾、眼袋浮腫、眼部衰老。適合黑眼圈困擾者、眼袋下垂者、眼部鬆弛者、想要年輕眼部者。,788.00,2000.00,https://puredream-utbmkxyk.manus.space/manus-storage/Legacy_eye_tightening_v1_76f1a58c.png,,60,,999,1,0,55,2026-05-18 16:33:18,2026-06-04 13:42:14,
30068,5,AQUAPURE 電注水鑽煥膚・深海面膜｜補水・磨滑・提亮（全套面膜＋肩頸按摩）,全館體驗、補水護理、完整美肌,Aquapure 電注水鑽煥膚深海面膜療程採用水鑽煥膚技術。深層補水、磨滑肌膚、提亮膚色、全套護理、完整美肌。無創傷、無痛、恢復快。,788.00,2000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/co2_laser_mole_removal_17c4091d.png,,90,,999,1,0,57,2026-05-18 16:33:19,2026-06-04 13:42:14,"[""贈送項目""]"
30070,3,Ultra 360 逆齡護理｜膠原提拉・V 臉重塑 （單機）,膠原逆齡、V臉重塑、提拉緊緻,Ultra 360 逆齡護理膠原提拉 V 臉重塑療程採用膠原逆齡技術。深層激活膠原、重塑 V 臉、提拉緊緻、改善衰老、恢復年輕臉型。無創傷、無痛、恢復快。,888.00,1110.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Ultra_360_reverse_aging_care_real_machine_39ddbcd4.png,,,,999,1,0,59,2026-05-18 16:33:19,2026-06-04 13:42:14,"[""人氣皇牌"", ""贈送項目""]"
30072,7,Aileen Plus 脫毛・唇部｜粗毛專用,,,288.00,1000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Aileen_Plus_hair_removal_armpit_correct_v1_c6fc1e96.png,,30,,999,1,0,61,2026-05-18 16:33:20,2026-06-04 13:42:14,
30078,7,Aileen Plus 脫毛・小腿｜粗毛專用,,,488.00,3000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Aileen_Plus_hair_removal_armpit_correct_v1_c6fc1e96.png,,,,999,1,0,67,2026-05-18 16:33:21,2026-06-04 13:42:14,
30079,7,Aileen Plus 脫毛・大腿｜粗毛專用,,,488.00,3000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Aileen_Plus_hair_removal_armpit_correct_v1_c6fc1e96.png,,30,,999,1,0,68,2026-05-18 16:33:22,2026-06-04 13:42:14,
60003,5,Venus Glow 360度水轉毛孔槍（單機）,毛孔吸淨、黑頭清潔、補水護理,Venus 360度毛孔槍療程採用吸淨技術。深層清潔毛孔、吸淨黑頭、補水護理、改善膚質、恢復光滑肌膚。無創傷、無痛、恢復快。,588.00,1500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Venus_360_pore_gun_7ec20184.png,,30,,999,1,0,0,2026-05-27 07:03:16,2026-06-04 13:42:14,
60004,7,Viva 腹部急救緊致｜淡紋・嫩膚・收纖維,射頻緊膚、淡化紋路、改善腹部鬆弛,Viva 腹部急救緊致療程，採用射頻技術深層加熱。激活膠原蛋白、淡化紋路、緊膚腹部、改善鬆弛。無創傷、無痛、恢復快。適合腹部鬆弛者、妊娠紋困擾者、想要緊緻腹部者。,888.00,4500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Viva_abdominal_tightening_v2_corrected_de4c994d.png,,,,999,1,0,0,2026-05-27 07:03:17,2026-06-04 13:42:14,
60005,7,Viva 納米射頻淡疤煥膚｜凹凸洞・毛孔・膚質,納米射頻淡疤、改善凹凸洞、收毛孔,Viva 納米射頻淡疤煥膚療程，採用納米射頻技術。深層刺激膠原蛋白、淡化痘疤、改善凹凸洞、收縮毛孔、提升膚質。無創傷、無痛、恢復快。適合痘疤困擾者、毛孔粗大者、膚質粗糙者。,788.00,4000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Viva_Nano_Fractional_RF_e27f418d.png,,90,,999,1,0,0,2026-05-27 07:03:17,2026-06-04 13:42:14,
90002,2,Zionic 旋轉動力RF溶脂瘦身儀 （40分鐘）,旋轉動力RF、溶脂肪、局部塑形、即時收緊,Zionic 旋轉動力RF溶脂瘦身儀，採用旋轉動力射頻技術。深層加熱、促進脂肪分解、緊緻皮膚、改善身體線條。無創傷、無痛、恢復快。,988.00,4500.00,https://puredream-utbmkxyk.manus.space/manus-storage/Estebel_Spa_Zionic_RF_v1_37e55b14.png,,40分鐘,"溶脂肪,局部塑形,即時收緊",999,1,0,0,2026-05-27 07:37:15,2026-06-04 13:42:14,
90003,2,LEGACY 重點塑形修身專業療程,射頻塑形、局部修身、即時收緊,LEGACY 重點塑形修身療程，採用先進射頻技術進行局部塑形。深層加熱、激活膠原、促進脂肪分解、緊緻皮膚、改善身體線條。無創傷、無痛、恢復快。,888.00,3000.00,https://puredream-utbmkxyk.manus.space/manus-storage/legacy_body_tightening_real_1ad39ceb_711c89e0.png,,90分鐘,"局部消脂,緊肌膚,體型升級",999,1,0,0,2026-05-27 07:37:15,2026-06-04 13:42:14,
120001,4,ULTRA FORMER III HIFU 溶脂塑身專業療程,HIFU 溶脂、塑身緊緻、深層減脂,ULTRA FORMER III HIFU 溶脂塑身專業療程採用 HIFU 技術。深層溶脂、塑身緊緻、減少脂肪、提升線條、改善身體形態。無創傷、無痛、恢復快。,3888.00,9500.00,https://puredream-utbmkxyk.manus.space/manus-storage/ULTRAFORMER_III_HIFU_fat_dissolving_v1_440e8b1f.png,,90分鐘,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
120003,4,CLATUUα 冰解脂肪專業療程(單一部位),冰解脂肪、精準減脂、局部塑身,CLATUUα 冰解脂肪專業療程採用冰解技術。深層冰解脂肪、精準減脂、局部塑身、改善脂肪堆積、按部位計費。無創傷、無痛、恢復快。,888.00,2000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/clatuua_cryo_fat_dissolution_v1_9da35b75.png,,60分鐘,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
120004,4,COOLTECH 冷凍溶脂專業療程(單一部位),冷凍溶脂、非侵入式、局部減脂,COOLTECH 冷凍溶脂專業療程採用冷凍技術。深層冷凍脂肪、非侵入式減脂、局部塑身、改善脂肪堆積、按部位計費。無創傷、無痛、恢復快。,888.00,2000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/cooltech_cryolipolysis_single_area_v1_bc14b5af.png,,60,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
120005,4,NEW DOUBLO SD 微離拉提身體溶脂專業療程,微離拉提、身體溶脂、雙重效果,NEW DOUBLO SD 微離拉提身體溶脂專業療程採用微離拉提技術。深層拉提、身體溶脂、雙重塑身、緊緻肌膚、改善身體線條。無創傷、無痛、恢復快。,2888.00,12000.00,https://puredream-utbmkxyk.manus.space/manus-storage/NEW_DOUBLO_SD_body_lifting_v1_1660d4a6.png,,105分鐘,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
