id,categoryId,name,shortDescription,description,price,originalPrice,imageUrl,galleryImages,duration,highlights,stock,isActive,isFeatured,sortOrder,createdAt,updatedAt,tags
120006,4,C-FU 環旋膠原重塑身體專業療程,環旋膠原、身體重塑、溶脂塑身,C-FU 環旋膠原重塑身體專業療程採用環旋膠原技術。深層激活膠原、重塑身體線條、溶脂塑身、緊緻肌膚、改善身體鬆弛。無創傷、無痛、恢復快。,2888.00,12000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/c_fu_circular_collagen_v1_new_5e0a2ca8.png,,75分鐘,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
120007,3,NEW DOUBLO 微離拉提面部專業療程,微離拉提、全面提升、打造年輕臉型,NEW DOUBLO 微離拉提面部專業療程採用微離拉提技術。深層加熱、激活膠原、全面提升面部輪廓、打造年輕臉型、改善面部線條。無創傷、無痛、恢復快。,2888.00,12000.00,https://puredream-utbmkxyk.manus.space/manus-storage/new_doublo_microdisruption_lifting_v1_a1274d54.png,,120分鐘,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
120008,3,COMFORT DUAL 毛孔緊緻亮膚儀護理 （單機）,毛孔緊緻、提亮膚色、提升輪廓,COMFORT DUAL 毛孔緊緻亮膚儀護理採用雙頻技術。深層清潔、收縮毛孔、提亮膚色、提升面部輪廓、改善膚質。無創傷、無痛、恢復快。,988.00,5000.00,https://puredream-utbmkxyk.manus.space/manus-storage/COMFORT_DUAL_pore_tightening_v1_0f7f27e1.png,,60分鐘,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
120009,3,LEGACY 面部嫩膚抗皺專業療程（全套連肩頸按摩及面膜）,射頻嫩膚、淡化皺紋、提升輪廓,LEGACY 面部嫩膚抗皺專業療程採用射頻技術。深層加熱、激活膠原、淡化皺紋、提升面部輪廓、改善膚質。包含肩頸按摩及專業面膜護理。無創傷、無痛、恢復快。,888.00,3000.00,https://puredream-utbmkxyk.manus.space/manus-storage/legacy_facial_skin_rejuvenation_pro_c7f7027d.png,,90分鐘,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
120011,3,THERMATRIX 膠原緊膚面部淡紋專業療程,膠原激活、淡化皺紋、提升緊緻感,THERMATRIX 膠原緊膚面部淡紋專業療程採用膠原激活技術。深層加熱、激活膠原、淡化皺紋、提升面部輪廓、緊緻皮膚。無創傷、無痛、恢復快。,988.00,4000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Ultra360_antiaging_v1_3a66c961.png,,90分鐘,,999,1,0,0,2026-06-01 04:03:50,2026-06-04 13:42:14,
150001,6,太赫茲細胞理療療程 （30分鐘一部位）,太赫茲理療、細胞激活、部位護理,太赫茲細胞理療療程採用太赫茲技術。深層激活細胞、部位護理、改善局部問題、促進修復。無創傷、無痛、恢復快。,588.00,1000.00,https://puredream-utbmkxyk.manus.space/manus-storage/Estebel_terahertz_therapy_v1_d6923e73.png,,30,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150002,6,Dr Magic 養生美匠溫養暖宮專業療程,溫養暖宮、女性護理、身體調理,Dr Magic 養生美匠溫養暖宮療程採用溫養暖宮技術。深層溫養暖宮、女性護理、身體調理、改善宮寒。無創傷、無痛、恢復快。,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/DrMagic_warm_uterus_v1_634fa962.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150003,6,Dr Magic 養生美匠疏通肩頸專業療程,肩頸疏通、經絡暢通、舒緩疲勞,Dr Magic 養生美匠疏通肩頸療程採用疏通肩頸技術。深層疏通肩頸、經絡暢通、舒緩疲勞、改善僵硬。無創傷、無痛、恢復快。,788.00,2500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/dmagic_shoulder_neck_91ffdd43.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150004,6,Dr Magic 養生美匠足樂反射專業療程,足樂反射、經絡調理、身體平衡,Dr Magic 養生美匠足樂反射療程採用足樂反射技術。深層調理經絡、身體平衡、舒緩疲勞、改善循環。無創傷、無痛、恢復快。,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/DrMagic_foot_reflexology_v1_2737ce37.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150005,6,Dr Magic 養生美匠緩解痛症專業療程,養生美匠、緩解痛症、身體修護,Dr Magic 養生美匠緩解痛症療程採用養生美匠技術。深層緩解痛症、身體修護、舒緩疲勞、改善疼痛。無創傷、無痛、恢復快。,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/DrMagic_pain_relief_v1_278e85af.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150006,6,LPG 胸部緊緻提升胸部修護專業療程,胸部提升、緊緻護理、豐盈效果,LPG 胸部緊緻提升療程採用 LPG 技術。深層提升胸部、緊緻護理、豐盈效果、改善下垂、恢復挺立。無創傷、無痛、恢復快。,888.00,3000.00,https://puredream-utbmkxyk.manus.space/manus-storage/LPG_chest_care_tightening_v1_e423d424.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150009,5,AQUAPURE 電注滲水鑽換膚儀 (單機),水鑽換膚、補水護理、膚質提升,AQUAPURE 電注滲水鑽換膚儀療程採用水鑽換膚技術。深層補水、激活細胞、改善膚質、提亮膚色、恢復光滑肌膚。無創傷、無痛、恢復快。,588.00,1000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/aquapure_electro_infusion_device_403f62e2.png,,30,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150011,5,CARESYS 冰極無針導入美肌療程 （全套面膜＋肩頸按摩）,冰極導入、全面護理、完整美肌,CARESYS 冰極無針導入美肌療程採用冰極無針導入技術。包含深層補水、專業面膜護理、肩頸按摩。激活細胞、修復肌膚、改善膚質、恢復光澤。無創傷、無痛、恢復快。,788.00,2500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/caresys_ice_extreme_needleless_device_0b247c8b.png,,90,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150012,5,CARESYS 冰極無針導入儀(單機),冰極導入、無針護理、補水修護,CARESYS 冰極無針導入儀療程採用冰極無針導入技術。深層補水、激活細胞、修復肌膚、改善膚質、恢復光澤。無創傷、無痛、恢復快。,588.00,1000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/caresys_ice_extreme_needleless_device_0b247c8b.png,,30,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150013,5,T Sonic 修復活肌儀 (單機),聲波修復、活肌護理、膚質提升,T Sonic 修復活肌儀療程採用聲波技術。深層修復、激活細胞、改善膚質、提亮膚色、恢復光滑肌膚。無創傷、無痛、恢復快。,588.00,1500.00,https://puredream-utbmkxyk.manus.space/manus-storage/t_sonic_repair_activating_device_65fb5920.png,,30,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150014,5,BONYX 肉毒提拉重塑面部,肉毒提拉、面部重塑、緊緻效果,BONYX 肉毒提拉重塑面部療程採用肉毒技術。深層提拉、重塑面部輪廓、緊緻皮膚、改善面部線條、恢復年輕臉型。無創傷、無痛、恢復快。,788.00,2000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/bonyx_botox_lifting_facial_reshape_e1d298c6.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150015,5,XE' LHA PEEL 養潤深層換膚面部,深層換膚、養潤護理、膚質改善,XE' LHA PEEL 養潤深層換膚面部療程採用化學換膚技術。深層清潔、去除死皮、激活細胞、恢復光澤肌膚、改善膚質。無創傷、無痛、恢復快。,788.00,2000.00,https://puredream-utbmkxyk.manus.space/manus-storage/xe_lha_peel_deep_exfoliation_bcb82f09.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150016,5,NAD+ E.X.O 人蔘外泌體五重修護專業療程,外泌體修護、人蔘精華、五重護理,NAD+ E.X.O 人蔘外泌體五重修護專業療程採用外泌體技術。深層修護、激活細胞、恢復年輕肌膚、改善膚質、提亮膚色。無創傷、無痛、恢復快。,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/nad_exo_ginseng_exosome_87ee4af8.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150017,5,活脂充形3D塑顏緊緻專業療程,脂肪充填、3D 塑顏、提升緊緻感,活脂充形3D塑顏緊緻專業療程採用自體脂肪充填技術。3D 塑顏、提升面部輪廓、緊緻皮膚、恢復年輕肌膚、改善面部線條。無創傷、無痛、恢復快。,788.00,2500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/active_fat_3d_sculpting_54e78b68.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
150018,5,PDRN 膠原細嫩毛孔專業療程,膠原激活、毛孔細緻、肌膚嫩滑,PDRN 膠原細嫩毛孔專業療程採用 PDRN 技術。深層激活膠原、收縮毛孔、細緻肌膚、改善膚質、恢復光滑肌膚。無創傷、無痛、恢復快。,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/pdrn_collagen_fine_pore_refinement_20a9c2c3.png,,60,,999,1,0,0,2026-06-01 04:16:18,2026-06-04 13:42:14,
180001,7,PICOWAY 皮秒激光背部淡斑療程,皮秒激光淡斑、美白背部、恢復光滑肌膚,PICOWAY 皮秒激光背部淡斑療程，採用先進皮秒技術，精準淡化背部斑點、曬斑、老年斑。無創傷、無痛、無恢復期。改善背部膚色、提升肌膚亮度、恢復光滑肌膚。適合背部斑點困擾者、想要美白背部者、皮膚不均勻者。,1188.00,7000.00,https://puredream-utbmkxyk.manus.space/manus-storage/picoway_picosecond_back_spot_removal_96f6c4a5.png,,60分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180002,7,PICOWAY 皮秒激光全面淡斑美白療程,皮秒激光淡斑、美白、恢復透亮肌膚,PICOWAY 皮秒激光全面淡斑美白療程，採用先進皮秒技術。精準淡化各類斑點、曬斑、老年斑、雀斑。深層美白、均勻膚色、恢復透亮肌膚。無創傷、無痛、無恢復期。適合斑點困擾者、想要美白者、膚色不均勻者。,988.00,6000.00,https://puredream-utbmkxyk.manus.space/manus-storage/picoway_picosecond_comprehensive_whitening_3e554a81.png,,60分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180003,7,PICOWAY 皮秒激光嫩膚激活療程,皮秒激光激活、嫩膚、改善膚質,PICOWAY 皮秒激光嫩膚激活療程，採用先進皮秒技術。激活肌膚細胞、改善膚質、提升肌膚亮度、恢復光澤。無創傷、無痛、無恢復期。適合暗沉肌膚、膚質粗糙者、想要嫩膚者。,988.00,6000.00,https://puredream-utbmkxyk.manus.space/manus-storage/picoway_picosecond_skin_rejuvenation_1e90199f.png,,60分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180004,7,韓國PICO PLUS皮秒激光背部淡斑專業療程,皮秒激光背部淡斑、美白、恢復光滑肌膚,PICO PLUS 皮秒激光背部淡斑療程，採用韓國先進皮秒技術。精準淡化背部斑點、曬斑、老年斑。深層美白、均勻膚色、恢復光滑背部。無創傷、無痛、無恢復期。適合背部斑點困擾者、想要美白背部者。,1188.00,7000.00,https://puredream-utbmkxyk.manus.space/manus-storage/pico_plus_back_spot_removal_v2_0620eeed.png,,60分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180005,7,韓國PICO PLUS皮秒激光全面淡斑美白專業療程,皮秒激光淡斑、美白、恢復均勻膚色,PICO PLUS 皮秒激光全面淡斑美白療程，採用韓國先進皮秒技術。精準淡化各類斑點、曬斑、老年斑、雀斑。深層美白、均勻膚色、恢復透亮肌膚。無創傷、無痛、無恢復期。適合斑點困擾者、想要美白者、膚色不均勻者。,988.00,6000.00,https://puredream-utbmkxyk.manus.space/manus-storage/korea_pico_plus_comprehensive_spot_whitening_cb1c04b7.png,,60分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180006,7,韓國PICO PLUS皮秒激光嫩膚激活專業療程,皮秒激光激活、嫩膚、恢復光澤肌膚, PICO PLUS 皮秒激光嫩膚激活療程，採用韓國先進皮秒技術。激活肌膚細胞、改善膚質、提升肌膚亮度、恢復光澤。無創傷、無痛、無恢復期。適合暗沉肌膚、膚質粗糙者、想要嫩膚者。,988.00,6000.00,https://puredream-utbmkxyk.manus.space/manus-storage/korea_pico_plus_skin_rejuvenation_9dab887b.png,,60分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180008,7,50億 Exosome 幹細胞面部療程,幹細胞激活、深層修復、恢復年輕肌膚,50億外泌體幹細胞面部療程，採用先進的外泌體技術，深層激活肌膚幹細胞。促進膠原蛋白生成、改善膚質、淡化細紋、提升肌膚亮度。適合衰老肌膚、暗沉肌膚、細紋困擾者、想要年輕肌膚者。,2888.00,10000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/exosome_stem_cell_facial_v2_81aa7783.png,,90分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180009,7,EGF 表皮生長因子抗皺面部療程,EGF 抗衰、激活細胞、恢復年輕肌膚,Estebel Spa EGF 表皮生長因子抗衰面部療程，採用高濃度 EGF 精華。激活表皮細胞、促進膠原蛋白生成、淡化細紋、提升肌膚彈性。深層抗衰、改善膚質、恢復年輕光澤。適合衰老肌膚、細紋困擾者、想要抗衰老者。,1288.00,5500.00,https://puredream-utbmkxyk.manus.space/manus-storage/Estebel_EGF_anti_aging_facial_c5f916b7.png,,90分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180010,7,Aileen Plus 1064 局部微血管脈衝激光,激光去除微血管、改善泛紅、恢復均勻膚色,Aileen Plus 1064 長脈衝激光專門去除微血管、紅血絲、泛紅肌膚。精準治療、無創傷、無痛、恢復快。改善面部泛紅、均勻膚色、恢復健康肌膚。適合敏感泛紅肌膚、微血管擴張者、想要均勻膚色者。,388.00,500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Aileen_Plus_hair_removal_armpit_correct_v1_c6fc1e96.png,,60分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
180011,7,Aileen Plus 1064 高輸出長脈衝激光面部緊緻專業療程,激光緊膚、提升輪廓、恢復年輕臉型,Aileen Plus 1064 高輸出長脈衝激光面部緊緻療程，採用先進激光技術。深層刺激膠原蛋白、提升面部輪廓、緊緻鬆弛肌膚、改善臉型。無創傷、無痛、恢復快。適合鬆弛肌膚、輪廓下垂者、想要V臉者。,988.00,4500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/aileen_plus_high_output_long_pulse_laser_final_2d2d44f7.png,,60分鐘,,999,1,0,0,2026-06-01 04:52:19,2026-06-04 13:42:14,
210001,1,Spa-Weero EVE 營養活髮療程,深層營養滋養、修復受損髮質、恢復髮絲光澤,,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/Estebel_Weero_EVE_hair_v2_184ed48e.png,,45,,999,1,1,0,2026-06-01 14:28:02,2026-06-04 13:42:14,
210002,1,Spa 頭皮深層淨化療程,深層清潔毛囊、去除堆積污垢、改善頭皮健康,,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/Estebel_scalp_deep_cleanse_v1_51873ba9.png,,90,,999,1,1,0,2026-06-01 14:28:02,2026-06-04 13:42:14,
210003,1,Spa Exosome 細胞活髮療程,外泌體細胞激活、強韌髮根、促進新生髮,,1588.00,10000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/exosome_stem_cell_facial_v2_81aa7783.png,,45,,999,1,1,0,2026-06-01 14:28:02,2026-06-04 13:42:14,
210004,1,Spa 玄黑賦活黑髮療程,激活黑色素、改善白髮、恢復烏黑亮麗髮色,,888.00,3000.00,https://puredream-utbmkxyk.manus.space/manus-storage/Estebel_black_ginseng_hair_v1_b2f78846.png,,45,,999,1,1,0,2026-06-01 14:28:02,2026-06-04 13:42:14,
240001,3,LPG 面部輪廓提升專業療程（全套面膜＋肩頸按摩）,深層按摩、全面護理、提升輪廓,LPG 面部輪廓提升專業療程（全套面膜＋肩頸按摩）。包含深層按摩、專業面膜護理、肩頸按摩。提升面部輪廓、緊緻皮膚、改善面部線條。無創傷、無痛、恢復快。,588.00,735.00,https://puredream-utbmkxyk.manus.space/manus-storage/LPG_facial_contour_v1_d9277e20.png,,60,,999,1,1,0,2026-06-01 14:41:04,2026-06-04 13:42:14,
240005,5,滑嫩如絲補水導入｜缺水肌救星,深層補水、無針導入、修復缺水肌,90 分鐘補水導入療程採用無針導入技術。深層補水、激活細胞、修復缺水肌、恢復肌膚光澤、改善膚質乾燥。無創傷、無痛、恢復快。,488.00,1660.00,https://puredream-utbmkxyk.manus.space/manus-storage/90min_hydration_infusion_v1_0a3eb86a.png,,90,,999,1,1,0,2026-06-01 14:41:04,2026-06-04 13:42:14,
240009,6,紅外線排毒太空艙｜去水腫・排毒・45 分鐘,紅外線排毒、去水腫、深層淨化,紅外線排毒太空艙療程採用紅外線技術。深層排毒、去除水腫、淨化身體、改善代謝、促進循環。無創傷、無痛、恢復快。,388.00,750.00,https://puredream-utbmkxyk.manus.space/manus-storage/Infrared_detox_capsule_v1_7d90ba1d.png,,45,,999,1,1,0,2026-06-01 14:48:28,2026-06-04 13:42:14,
240011,6,i Magic Power 經絡解痛｜肩頸・腰背・無痛（局部）,經絡解痛、肩頸舒緩、無痛療法,i Magic Power 經絡解痛療程採用經絡解痛技術。深層舒緩肩頸、腰背疼痛、無痛療法、改善疼痛、促進恢復。無創傷、無痛、恢復快。,788.00,2000.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/iMagic_meridian_pain_v1_c9bf3934.png,,60,,999,1,1,0,2026-06-01 14:48:28,2026-06-04 13:42:14,
240014,3,Ultraformer III 600 發拉提｜V 臉・蘋果肌,HIFU 拉提、打造 V 臉、提升蘋果肌,Ultraformer III 600 發拉提療程採用 HIFU 高強度聚焦超聲技術。深層加熱、激活膠原、提升面部輪廓、打造 V 臉、提升蘋果肌。無創傷、無痛、恢復快。,3888.00,9500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/Ultraformer_III_600_lift_v1_41865808.png,,120,,999,1,1,0,2026-06-01 14:48:28,2026-06-04 13:42:14,
240017,7,PURISMA 脫疣・油脂粒｜全頸淨肌,無痛脫疣、去油脂粒、全頸淨肌,PURISMA 等離子技術無痛脫疣、油脂粒、肉粒。無創傷、無痛、無恢復期。適合頸部、面部、身體各部位脫疣。一次療程即見效果，多次療程效果更佳。適合脂肪粒困擾者、皮膚不潔淨者、想改善膚質者。,888.00,3000.00,https://puredream-utbmkxyk.manus.space/manus-storage/noblex_whitening_laser_f5c44631_5903c04a.png,,90,,999,1,1,0,2026-06-01 15:05:54,2026-06-04 13:42:14,
270001,2,Em Slim 增肌減脂｜溶脂肪・緊肌肉 （30分鐘單一部位）,溶脂肪、增肌肉、塑造完美身形,Em Slim 增肌減脂療程，採用 HIFEM™ 高頻聚焦磁場技術。同時實現溶脂肪和增肌肉的雙重效果。深層肌肉刺激、促進脂肪分解、增加肌肉質量、改善身體線條。無創傷、無痛、無恢復期。,688.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/Em_Slim_muscle_fat_v1_eabc8f76.png,,30,,999,1,1,0,2026-06-01 15:09:36,2026-06-04 13:42:14,
270002,3,C-FU 環旋膠原重塑面部專業療程,膠原激活、重塑輪廓、提升緊緻感,C-FU 環旋膠原重塑面部療程採用環旋射頻技術。深層加熱、激活膠原、提升面部輪廓、緊緻皮膚、改善面部線條。無創傷、無痛、恢復快。,2888.00,12000.00,https://puredream-utbmkxyk.manus.space/manus-storage/C-FU_facial_collagen_remodeling_v1_fd728d67.png,,75,,999,1,0,0,2026-06-01 19:05:34,2026-06-04 13:42:14,
300001,3,LPG 面部輪廓提升專業療程（單機）,深層按摩、提升輪廓、緊緻面部,LPG 面部輪廓提升療程採用 LPG 專業技術。深層按摩、促進淋巴循環、提升面部輪廓、緊緻皮膚、改善面部線條。無創傷、無痛、恢復快。,788.00,2000.00,https://puredream-utbmkxyk.manus.space/manus-storage/LPG_facial_contour_v1_d9277e20.png,,30,,999,1,1,0,2026-06-01 19:32:55,2026-06-04 13:42:14,
300002,5,DEP 水光槍｜補水・無針導入（單機）,水光槍、無針導入、深層補水,DEP 水光槍無針導入療程採用水光槍技術。深層補水、無針導入、激活細胞、改善膚質、恢復光澤肌膚。無創傷、無痛、恢復快。,588.00,1500.00,https://raw.githubusercontent.com/abbyka/website-product-pictures/main/aileen_plus_laser_collage_c93d61bd.png,,30,,999,1,0,30,2026-06-01 19:32:55,2026-06-04 13:42:14,
300003,6,THERANOVA 納米瓷溫排毒｜軟化富貴包・肩頸（局部）,納米瓷溫、排毒護理、肩頸舒緩,THERANOVA 納米瓷溫排毒療程採用納米瓷溫技術。深層排毒、軟化富貴包、肩頸舒緩、改善頸部問題。無創傷、無痛、恢復快。,688.00,1500.00,https://puredream-utbmkxyk.manus.space/manus-storage/Local_perfect_tightening_sculpting_v1_571a25fb.png,,60,,999,1,0,10,2026-06-01 19:32:55,2026-06-04 13:42:14,"[""限時優惠"", ""贈送項目""]"
300004,6,熱石按摩｜舒緩肌肉・溫熱療法,熱石按摩、舒緩肌肉、溫熱療法,熱石按摩療程採用溫熱療法。深層舒緩肌肉、溫熱身體、放鬆肌肉、改善疲勞、促進血液循環。無創傷、無痛、恢復快。,488.00,1660.00,https://puredream-utbmkxyk.manus.space/manus-storage/Hot_stone_massage_v1_7b3b40f9.png,,90 分鐘,"[""舒緩肌肉"", ""溫熱療法"", ""深層放鬆"", ""促進循環""]",999,1,0,0,2026-06-01 19:39:32,2026-06-04 13:42:14,"[""身體護理"", ""放鬆療程""]"
300005,6,穴位按摩｜疏通經絡・調理氣血,穴位按摩、疏通經絡、調理氣血,穴位按摩療程採用中醫穴位按摩技術。深層疏通經絡、調理氣血、舒緩身體、改善氣血循環、增強體質。無創傷、無痛、恢復快。,488.00,1660.00,https://puredream-utbmkxyk.manus.space/manus-storage/Acupoint_massage_v1_1b9673ed.png,,90分鐘,"[""疏通經絡"", ""調理氣血"", ""中醫穴位"", ""身體平衡""]",999,1,0,0,2026-06-01 19:39:32,2026-06-04 13:42:14,"[""身體護理"", ""中醫療法""]"
300006,6,Refit 儀器淋巴引流｜消腫・排毒・緊膚,淋巴引流、消腫排毒、緊膚護理,Refit 儀器淋巴引流療程採用淋巴引流技術。深層疏通淋巴、消除水腫、排毒淨化、緊膚護理、改善身體浮腫。無創傷、無痛、恢復快。,488.00,1520.00,https://puredream-utbmkxyk.manus.space/manus-storage/Refit_lymphatic_drainage_device_v2_60a7d782.png,,90 分鐘,"[""淋巴引流"", ""消腫排毒"", ""緊膚提升"", ""代謝改善""]",999,1,0,0,2026-06-01 19:39:32,2026-06-04 13:42:14,"[""身體護理"", ""儀器療程"", ""排毒療法""]"
330001,6,全身完美緊致雕塑｜腰腹・大腿・手臂,全身雕塑、腰腹緊致、修長線條,全身完美緊致雕塑療程採用專業雕塑技術。針對腰腹、大腿、手臂進行深層雕塑、緊緻肌膚、提升線條、改善鬆弛、恢復年輕體態。無創傷、無痛、恢復快。,788.00,3040.00,https://puredream-utbmkxyk.manus.space/manus-storage/Local_perfect_tightening_sculpting_v1_571a25fb.png,,90,,999,1,0,0,2026-06-02 11:06:56,2026-06-04 13:42:14,
360001,7,BTL Emsella 幸福椅緊緻私密療程｜滲尿、重視緊緻彈性,強化盆底肌、改善滲尿、提升私密緊緻感,,788.00,2500.00,https://puredream-utbmkxyk.manus.space/manus-storage/BTL_Emsella_Chair_model_usage_v1_ac0ef42f.png,,45,"[""強化盆底肌"", ""改善滲尿"", ""提升緊緻感"", ""無創傷"", ""全球認證""]",999,1,0,0,2026-06-02 11:48:43,2026-06-04 13:42:14,
390001,5,Plason 等離子暗瘡淨膚｜消炎・修復・收毛孔（單機）,,,588.00,1500.00,https://puredream-utbmkxyk.manus.space/manus-storage/plason_plasma_cleansing_da1dea51.png,,30,,999,1,0,0,2026-06-02 13:11:18,2026-06-04 13:42:14,
420001,1,testing,,,4.00,1.00,,,,,999,1,0,0,2026-06-03 06:09:04,2026-06-03 06:24:27,
450001,3,Oligio X 原美電波 面部緊緻提升療程（450發）,,,3888.00,15600.00,https://res.cloudinary.com/dfudrpp7m/image/upload/v1780503776/oligio_x_macro_ba_feed_4_5_final_ukmbkh.png,,450發,,999,1,0,0,2026-06-03 16:16:14,2026-06-03 16:24:37,
450002,3,Oligio X 原美電波 緊緻提升療程（局部100發）,,,988.00,6000.00,https://res.cloudinary.com/dfudrpp7m/image/upload/v1780503736/oligio_x_macro_ba_feed_4_5_exact_v3_wx43if.png,,100發,,999,1,0,0,2026-06-03 16:16:14,2026-06-03 16:24:19,
450003,3,Oligio X 原美電波 面部及頸部緊緻提升療程（900發）,,,5888.00,28800.00,https://res.cloudinary.com/dfudrpp7m/image/upload/v1780503740/oligio_x_treatment_feed_final_pfjvxe.png,,900發,,999,1,0,0,2026-06-03 16:18:14,2026-06-03 16:23:48,
